ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
128	86	0	0	0.000000	1.953488	1.953488	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
129	86	0	0	0.000000	1.941860	1.941860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
130	221	0	0	0.000000	2.072398	2.072398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
131	245	0	0	0.000000	2.330612	2.330612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
132	195	0	0	0.000000	1.764103	1.764103	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
133	65	0	0	0.000000	1.784615	1.784615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
134	305	0	0	0.000000	2.488525	2.488525	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
135	80	0	0	0.000000	1.700000	1.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
136	115	0	0	0.000000	2.791304	2.791304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
137	327	0	0	0.000000	3.131498	3.131498	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
138	15	1	1	0.000000	4.333333	4.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
139	245	2	2	0.000000	11.081633	11.081633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
140	221	0	0	0.000000	2.393665	2.393665	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
141	81	0	0	0.000000	1.703704	1.703704	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
142	437	0	0	0.000000	2.913043	2.913043	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
143	77	1	0	0.000000	1.454545	1.454545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
144	2	2	2	0.000000	4.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
145	179	0	1	0.000000	1.737430	1.737430	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
146	79	0	0	0.000000	1.962025	1.962025	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
147	249	0	0	0.000000	1.578313	1.578313	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
148	321	0	0	0.000000	3.109034	3.109034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
149	321	0	1	0.000000	2.389408	2.389408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
150	15	1	1	0.000000	5.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
151	126	0	2	0.000000	3.095238	3.095238	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
152	86	0	0	0.000000	1.604651	1.604651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
153	129	0	0	0.000000	3.139535	3.139535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
154	65	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
155	301	0	0	0.000000	2.674419	2.674419	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
156	18	1	1	0.000000	11.944444	11.944444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
157	33	2	2	0.000000	8.727273	8.727273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
158	267	2	2	0.000000	9.022472	8.910112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
159	252	0	0	0.000000	2.384921	2.384921	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
160	472	0	0	0.000000	2.533898	2.533898	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
161	359	0	0	0.000000	2.189415	2.189415	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
162	520	0	0	0.000000	3.076923	3.076923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
163	160	0	0	0.000000	2.056250	2.056250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
164	338	0	0	0.000000	2.168639	2.168639	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
165	268	0	1	0.000000	2.529851	2.529851	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
166	108	0	0	0.000000	3.111111	3.111111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
167	265	2	0	0.000000	2.064151	2.064151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
168	86	0	0	0.000000	2.581395	2.581395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
169	101	0	0	0.000000	1.623762	1.623762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
170	294	0	0	0.000000	2.010204	2.010204	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
171	327	0	0	0.000000	2.119266	2.119266	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
172	345	0	0	0.000000	1.797101	1.797101	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
173	234	0	0	0.000000	1.525641	1.525641	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
174	66	0	0	0.000000	1.742424	1.742424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
175	284	0	0	0.000000	1.922535	1.922535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
176	193	1	0	0.000000	1.746114	1.746114	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
177	3	2	2	0.000000	5.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
178	66	0	0	0.000000	1.606061	1.606061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
179	33	0	2	0.000000	3.848485	3.848485	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
180	217	0	0	0.000000	3.423963	3.423963	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
181	555	0	0	0.000000	2.551351	2.551351	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
182	280	2	0	0.000000	2.953571	2.953571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
183	61	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
184	260	0	0	0.000000	1.596154	1.596154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
185	257	0	0	0.000000	1.338521	1.338521	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
186	80	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
187	68	0	0	0.000000	1.205882	1.205882	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
188	15	1	1	0.000000	1.733333	1.733333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
189	88	0	0	0.000000	3.738636	3.738636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
190	250	0	0	0.000000	1.436000	1.436000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
191	108	0	0	0.000000	1.462963	1.462963	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
192	69	0	0	0.000000	2.739130	2.739130	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
193	255	0	0	0.000000	3.003922	3.003922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
194	15	2	1	0.000000	3.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
195	3	2	2	0.000000	6.666667	6.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
196	12	1	1	0.000000	3.166667	3.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
197	190	2	1	0.000000	2.305263	2.305263	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
198	86	0	0	0.000000	2.255814	2.255814	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
199	298	2	1	0.000000	1.795302	1.795302	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
200	156	0	1	0.000000	1.730769	1.730769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
201	86	0	0	0.000000	2.348837	2.348837	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
202	53	0	0	0.000000	2.415094	2.415094	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
203	88	0	0	0.000000	1.931818	1.931818	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
204	49	1	1	0.000000	2.530612	2.530612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
205	115	0	1	0.000000	2.052174	2.052174	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
206	315	0	0	0.000000	2.142857	2.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
207	205	0	0	0.000000	1.258537	1.258537	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
208	277	0	0	0.000000	2.057762	2.057762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
209	107	0	0	0.000000	2.719626	2.719626	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
210	86	0	0	0.000000	2.220930	2.220930	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
211	209	0	0	0.000000	1.894737	1.894737	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
212	102	0	0	0.000000	3.578431	3.578431	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
213	82	0	0	0.000000	1.292683	1.292683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
214	86	0	0	0.000000	2.430233	2.430233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
215	98	0	0	0.000000	2.459184	2.459184	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
216	334	0	0	0.000000	2.392216	2.392216	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
217	15	1	1	0.000000	1.866667	1.866667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
218	91	0	0	0.000000	1.406593	1.406593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
219	86	0	0	0.000000	1.744186	1.744186	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
220	81	0	0	0.000000	1.765432	1.765432	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
221	86	0	0	0.000000	2.360465	2.360465	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
222	86	0	0	0.000000	2.546512	2.546512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
223	86	0	1	0.000000	2.465116	2.465116	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
224	41	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
225	120	0	0	0.000000	1.433333	1.433333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
226	106	0	0	0.000000	1.981132	1.981132	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
227	131	0	0	0.000000	2.854962	2.854962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
228	86	0	0	0.000000	1.883721	1.883721	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
229	20	1	1	0.000000	1.850000	1.850000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
230	358	0	0	0.000000	2.145251	2.145251	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
231	213	0	0	0.000000	1.929577	1.929577	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
232	68	1	1	0.000000	2.735294	2.735294	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
233	49	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
234	83	0	0	0.000000	1.445783	1.445783	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
235	86	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
236	89	0	0	0.000000	1.932584	1.932584	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
237	263	0	0	0.000000	1.961977	1.961977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
238	123	2	0	0.000000	1.650407	1.650407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
239	74	0	0	0.000000	1.891892	1.891892	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
240	138	0	0	0.000000	3.391304	3.391304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
241	102	0	0	0.000000	1.558824	1.558824	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
242	99	1	0	0.000000	2.434343	2.434343	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
243	3	2	2	0.000000	6.000000	6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
244	46	0	1	0.000000	2.739130	2.739130	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
245	191	0	1	0.000000	4.392670	4.392670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
246	30	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
247	101	2	0	0.000000	1.801980	1.801980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
248	90	0	0	0.000000	3.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
249	51	0	0	0.000000	1.313725	1.313725	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
250	47	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
251	39	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
252	90	0	0	0.000000	2.633333	2.633333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
253	86	0	0	0.000000	2.767442	2.767442	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
254	105	0	0	0.000000	2.742857	2.742857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
255	73	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
256	16	1	2	0.000000	3.937500	3.937500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
257	1	2	2	0.000000	6.000000	6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
258	25	1	1	0.000000	3.320000	2.760000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
259	24	2	2	0.000000	5.166667	5.083333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
260	108	0	0	0.000000	2.990741	2.990741	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
261	89	0	0	0.000000	1.932584	1.932584	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
262	39	0	0	0.000000	1.846154	1.846154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
263	49	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
264	86	0	0	0.000000	1.860465	1.860465	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
265	87	0	0	0.000000	3.505747	3.505747	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
266	86	0	0	0.000000	1.023256	1.023256	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
267	89	0	0	0.000000	1.943820	1.943820	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
268	75	0	0	0.000000	1.986667	1.986667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
269	43	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
270	86	0	0	0.000000	1.965116	1.965116	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
271	91	0	1	0.000000	1.208791	1.208791	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
272	84	0	0	0.000000	2.011905	2.011905	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
273	99	0	0	0.000000	3.191919	3.191919	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
274	100	0	0	0.000000	3.180000	3.180000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
275	86	0	0	0.000000	1.581395	1.581395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
276	106	0	0	0.000000	3.132075	3.132075	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
277	57	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
278	86	0	0	0.000000	3.174419	3.174419	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
279	19	1	1	0.000000	2.947368	2.947368	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
280	59	1	1	0.000000	1.050847	1.050847	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
281	41	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
282	86	0	0	0.000000	1.593023	1.593023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
283	86	0	0	0.000000	2.139535	2.139535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
284	86	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
285	79	0	0	0.000000	1.962025	1.962025	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
286	72	0	0	0.000000	1.944444	1.944444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
287	44	0	0	0.000000	1.909091	1.909091	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
288	18	1	1	0.000000	5.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
289	1	2	2	0.000000	8.000000	8.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
290	69	0	0	0.000000	1.797101	1.797101	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
291	89	0	0	0.000000	2.719101	2.719101	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
292	39	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
293	34	0	0	0.000000	1.882353	1.882353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
294	68	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
295	54	0	0	0.000000	1.722222	1.722222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
